2025-08-27 22:38:26 | INFO | ActiReco | 🚀 ActiReco API started
2025-08-27 22:38:26 | INFO | ActiReco | ActiReco API started
2025-08-28 09:18:40 | INFO | ActiReco | 🚀 ActiReco API started
2025-08-28 09:18:40 | INFO | ActiReco | ActiReco API started
2025-08-28 09:24:14 | INFO | ActiReco | GET / → status=404 latency=37.81ms
2025-08-28 09:24:14 | INFO | ActiReco | GET /favicon.ico → status=404 latency=46.47ms
2025-08-28 09:24:22 | INFO | ActiReco | GET /docs → status=200 latency=20.35ms
2025-08-28 09:24:22 | INFO | ActiReco | GET /openapi.json → status=200 latency=180.50ms
2025-08-28 09:26:58 | INFO | ActiReco | GET /docs → status=200 latency=5.65ms
2025-08-28 09:26:58 | INFO | ActiReco | GET /openapi.json → status=200 latency=9.81ms
2025-08-28 10:07:45 | INFO | ActiReco | 🛑 ActiReco API shutting down
2025-08-28 10:07:45 | INFO | ActiReco | ActiReco API shutting down
2025-08-28 10:09:17 | INFO | ActiReco | 🚀 ActiReco API started
2025-08-28 10:09:17 | INFO | ActiReco | ActiReco API started
2025-08-28 10:09:17 | INFO | ActiReco | 🛑 ActiReco API shutting down
2025-08-28 10:09:17 | INFO | ActiReco | ActiReco API shutting down
2025-08-28 10:10:37 | INFO | ActiReco | ✅ Sentiment model loaded successfully
2025-08-28 10:10:38 | INFO | ActiReco | 🚀 ActiReco API started
2025-08-28 10:10:38 | INFO | ActiReco | ActiReco API started
2025-08-28 10:14:42 | INFO | ActiReco | ✅ Sentiment model loaded successfully
2025-08-28 10:14:42 | INFO | ActiReco | 🚀 ActiReco API started
2025-08-28 10:14:42 | INFO | ActiReco | ActiReco API started
2025-08-28 10:16:46 | INFO | ActiReco | GET /docs → status=200 latency=3.45ms
2025-08-28 10:16:47 | INFO | ActiReco | GET /openapi.json → status=200 latency=91.23ms
2025-08-28 10:51:30 | INFO | ActiReco | 🛑 ActiReco API shutting down
2025-08-28 10:51:30 | INFO | ActiReco | ActiReco API shutting down
2025-08-28 10:52:18 | INFO | ActiReco | ✅ Sentiment model loaded successfully
2025-08-28 10:52:18 | INFO | ActiReco | 🚀 ActiReco API started
2025-08-28 10:52:18 | INFO | ActiReco | ActiReco API started
2025-08-28 11:04:42 | INFO | ActiReco | 🛑 ActiReco API shutting down
2025-08-28 11:04:42 | INFO | ActiReco | ActiReco API shutting down
2025-08-28 11:08:39 | INFO | ActiReco | ✅ Sentiment model loaded successfully
2025-08-28 11:08:39 | INFO | ActiReco | 🚀 ActiReco API started
2025-08-28 11:08:39 | INFO | ActiReco | ActiReco API started
2025-08-28 11:15:05 | INFO | ActiReco | ✅ Sentiment model loaded successfully
2025-08-28 11:15:05 | INFO | ActiReco | 🚀 ActiReco API started
2025-08-28 11:15:05 | INFO | ActiReco | ActiReco API started
2025-08-28 11:26:40 | INFO | ActiReco | 🛑 ActiReco API shutting down
2025-08-28 11:26:40 | INFO | ActiReco | ActiReco API shutting down
2025-08-28 11:28:47 | INFO | ActiReco | ✅ Sentiment model loaded successfully
2025-08-28 11:28:47 | INFO | ActiReco | 🚀 ActiReco API started
2025-08-28 12:49:59 | INFO | ActiReco | 🛑 ActiReco API shutting down
2025-08-28 12:51:06 | INFO | ActiReco | ✅ Sentiment model loaded successfully
2025-08-28 12:51:06 | INFO | ActiReco | 🚀 ActiReco API started
